	sex	days	col	bl	weight	melanoma	weightM	weightF	weightRes	daysM	daysF	daysRes
X31507	1	1	1	1	1	1	1	1	1	1	1	1
X43509	1	1	1	1	1	1	1	1	1	1	1	1
X42732	1	1	1	1	1	1	1	1	1	1	0.614627658643323	1
X13074	1	1	1	1	1	1	1	1	1	1	1	1
X30593	1	1	1	1	0.744078454404948	1	0.432658800000001	1	0.448540124999996	1	0.777931601731604	1
X13283	0.196856286644949	1	1	1	1	0.741419385342792	1	1	1	1	1	1
X48489	1	1	1	1	1	1	1	1	1	1	1	1
X16101	1	1	1	1	1	1	1	1	1	1	1	1
X33492	1	0.787547303754268	1	1	1	1	1	1	1	1	1	0.607370235690236
X19810	1	1	1	1	1	1	1	1	1	1	1	1
X15160	1	1	1	1	1	1	1	1	1	1	1	1
X1334	1	1	1	1	1	1	1	1	1	1	1	1
X25725	1	1	1	1	1	1	1	1	1	1	1	1
X3776	1	1	0.801970065530797	1	1	1	1	1	1	0.957089044435707	1	1
X49213	1	1	1	1	1	1	1	1	1	1	1	1
X47793	1	1	1	1	1	1	1	1	1	1	1	1
X6466	1	1	1	1	0.865588096280086	1	0.656900869565219	1	0.614941960784314	1	1	1
X7456	1	0.974166218064052	1	1	1	1	1	1	1	1	1	1
X929	1	1	1	1	1	1	1	1	1	1	1	1
X2370	1	1	0.0199060869565416	0.0127177777777778	1	1	1	1	1	1	1	1
X50688	1	1	1	1	1	1	1	1	1	1	1	1
X30713	1	1	1	1	1	1	1	1	1	1	1	1
X8747	1	1	1	1	1	1	1	1	1	1	1	1
X54800	1	1	1	1	1	1	1	1	0.977171157819736	1	1	1
X55028	1	1	1	1	1	1	1	1	1	1	1	1
X11861	1	1	1	1	1	1	1	1	1	1	1	1
X17877	1	1	1	1	0.929127903871829	1	0.824614813910923	1	1	1	0.920308897058822	1
X4939	1	1	1	1	1	1	1	1	1	1	1	1
X47113	1	1	1	0.476527346938774	1	1	1	1	0.878243616048755	1	1	1
X38563	1	1	1	1	1	1	1	1	1	1	1	1
X53666	1	1	1	1	1	1	1	1	1	1	1	1
X51789	1	1	1	1	1	1	1	1	1	1	1	1
X43346	1	1	1	1	1	1	1	1	1	1	1	1
X25658	1	1	1	1	1	1	1	1	1	1	0.879276819571867	1
X32667	1	1	1	1	1	1	1	1	1	1	1	1
X28905	1	1	1	1	1	1	1	1	1	1	1	1
X30826	1	1	1	1	1	0.295688333333329	1	1	1	1	1	1
X45928	1	1	1	1	1	1	1	1	1	1	1	1
X8282	1	0.975734953400069	1	1	1	1	1	1	1	1	1	0.998963980613892
X1713	1	1	1	1	1	1	1	1	1	1	1	1
X39903	1	1	1	1	1	1	1	1	1	1	1	0.893263501483679
X52180	1	1	1	1	1	1	1	1	1	1	1	1
X46761	1	1	1	1	1	1	1	1	1	1	1	1
X46826	1	1	1	1	1	1	1	1	1	1	1	1
X27490	1	1	1	1	1	1	1	1	1	1	1	1
X27180	1	1	1	1	1	1	1	1	1	1	1	1
X11365	1	1	1	1	1	1	1	1	1	1	1	1
X33447	1	1	1	1	1	1	1	1	1	1	1	1
X55122	1	1	1	1	1	1	1	1	1	1	1	1
X3723	1	1	1	1	1	1	1	1	1	1	1	1
X25113	1	1	1	1	1	1	1	1	1	1	1	1
X53451	1	1	1	1	1	1	1	1	1	1	0.639855902140675	1
X36217	1	1	1	1	1	1	1	1	1	1	1	1
X28178	1	0.982737373737373	1	1	1	1	1	1	1	0.961092921651871	0.629648981288985	1
X46808	1	1	1	1	1	1	1	1	1	1	0.972372823104694	1
X34885	1	1	1	1	1	1	1	1	1	1	1	1
X47994	1	1	1	0.860770135135133	1	1	1	1	0.965162523054224	1	1	1
X25128	1	1	1	0.79297888	1	1	1	1	1	1	1	1
X48372	1	1	0.205590573248419	0.449160568720383	0.730863853211009	1	0.551168923076927	1	0.43325798657718	1	1	1
X48574	1	1	1	1	1	1	1	1	1	1	1	1
X695	1	1	1	1	0.759427600596123	1	0.489571485148519	1	0.949253682916837	1	0.79295043889264	1
X10204	1	1	1	1	1	1	1	1	1	1	1	1
X34262	1	1	1	0.860770135135133	1	1	0.962982569576821	1	1	1	1	1
X39866	1	1	1	1	1	1	1	1	1	1	1	1
X38862	1	1	1	1	1	1	1	1	1	1	1	1
X5372	1	1	1	1	0.719237901977642	1	1	0.855106666666666	0.741333375295041	1	1	1
X42568	1	1	1	1	1	1	1	1	1	1	1	1
X17682	1	1	1	1	1	1	1	1	1	1	1	1
X54480	1	1	1	1	1	1	1	1	1	1	1	1
X3172	1	1	1	1	1	1	1	1	1	1	1	1
X13864	0.329884716157202	1	1	1	1	1	1	1	1	1	1	1
X42699	1	1	1	1	1	1	1	1	1	1	1	1
X15198	1	1	1	1	1	1	1	1	1	1	1	1
X26717	1	1	1	1	1	1	1	1	1	1	1	1
X29116	1	1	1	1	1	1	1	1	1	1	1	1
X34154	1	1	1	1	1	1	1	1	1	1	1	1
X16283	1	1	1	1	1	1	1	1	1	1	1	1
X7923	1	1	1	1	1	1	1	1	1	1	1	1
X14087	1	1	1	1	1	1	1	1	1	1	1	1
X14893	1	1	1	1	1	1	1	1	1	1	1	1
X49631	1	1	1	1	1	1	1	1	1	1	1	1
X30100	1	1	1	0.963193346051126	1	1	1	1	1	1	1	1
X22035	1	1	1	1	1	1	1	1	1	1	1	1
X36343	1	1	1	1	1	1	1	1	1	1	1	1
X7504	1	1	1	1	1	1	1	1	1	1	1	1
X20124	1	1	1	1	1	1	1	1	1	1	1	1
X26877	1	1	1	1	1	1	1	1	1	1	1	1
X11007	1	1	1	1	1	1	1	1	1	1	1	1
X15822	1	1	1	1	1	1	1	1	1	1	1	1
X24858	1	1	1	1	1	1	1	1	1	1	1	1
X14388	1	1	1	1	0.778789798270892	1	0.745565137614678	1	0.441488571428567	1	0.998842921784099	1
X46678	1	1	1	1	1	1	1	1	1	1	1	1
X12460	1	1	1	1	1	1	1	1	1	1	1	1
X21849	1	1	1	1	1	1	1	1	1	1	1	1
X4981	1	1	1	1	1	1	1	1	1	1	1	1
X8762	1	1	1	1	1	1	1	1	1	1	1	1
X21126	1	1	1	1	1	1	1	1	1	1	1	1
X6881	1	1	1	1	1	1	1	1	1	1	1	1
X47516	1	1	1	1	1	1	1	1	1	1	1	1
X24335	1	1	1	1	1	1	1	1	1	1	1	1
X8961	1	1	1	1	1	1	1	1	1	1	1	1
X5861	1	1	1	1	1	1	1	1	1	1	1	1
X36446	1	1	1	1	1	1	1	1	1	1	1	1
X4395	1	1	1	1	1	1	1	1	1	1	1	1
X36837	1	1	1	1	1	1	1	1	1	1	1	1
X43513	1	1	1	1	1	1	1	1	1	1	1	1
X9380	1	1	1	1	1	1	1	1	1	1	1	1
X23538	1	0.98667126590757	1	1	1	1	1	1	1	1	0.934090711444985	0.761142017804152
X20319	1	0.792200054347826	1	1	1	1	1	1	1	1	0.33034025316455	0.904705886864811
X49462	1	1	1	1	1	1	1	1	1	1	1	1
X3080	1	1	1	1	1	1	1	1	1	1	0.934853502538071	0.93516255319149
X54069	0.913739999999998	1	1	1	1	1	1	1	1	1	1	1
X15959	1	0.620487295864261	1	1	1	1	1	1	1	0.914384837340878	1	1
X42913	1	1	1	1	1	1	1	1	1	1	1	1
X18508	1	1	1	1	1	1	1	1	1	1	1	1
X2047	1	1	1	1	0.961358990825688	1	1	1	1	1	1	1
X31875	1	1	1	1	1	1	1	1	1	1	1	1
X27003	1	1	1	1	1	1	1	1	1	1	1	1
X18174	1	1	1	1	1	1	1	1	1	1	1	1
X44199	1	1	1	1	1	1	1	1	1	0.911827208976156	1	1
X50439	1	1	1	1	1	1	1	1	1	1	1	1
X43010	1	1	1	1	1	1	1	1	1	1	1	1
X53839	1	1	1	1	1	1	1	1	1	1	1	1
X14606	1	1	1	1	1	1	1	1	1	1	1	1
X54784	1	1	1	1	1	1	1	1	1	1	1	1
X13548	1	1	1	1	1	1	1	1	1	1	1	1
X28358	1	1	1	1	1	1	1	0.584333691931538	1	1	0.87145002610966	1
X32046	1	1	1	1	1	1	1	1	1	1	1	1
X26331	1	1	1	1	1	1	1	0.939443984930935	1	1	1	1
X43930	1	1	1	1	1	1	1	1	1	1	1	1
X14885	1	0.976047522553782	1	1	1	0.477574482758616	1	1	1	1	1	1
X46513	1	1	1	1	1	0.860176491620112	1	1	1	1	1	1
X43264	1	0.816963568773234	1	1	0.806043984674327	0.802121259842521	0.939836909015371	0.688036505576209	0.877956233367451	0.683517507082153	1	0.899591918008784
X6543	1	1	1	1	1	1	1	1	1	1	1	1
X34589	1	1	1	1	1	1	1	1	1	1	1	1
X40818	1	1	0.0962747663551296	0.0682965745856194	1	1	1	1	1	1	1	1
X41390	1	1	1	1	1	1	1	1	1	1	1	1
X19462	1	1	1	1	0.67607112840467	1	1	0.84212271707029	0.669081029702968	1	1	1
X50497	1	1	1	1	1	1	1	1	1	1	1	1
X50565	1	1	1	1	1	1	1	1	1	1	1	1
X50668	1	1	1	1	1	1	1	1	1	1	1	1
X47916	1	1	1	1	1	1	1	1	1	1	1	1
X42417	1	1	1	1	1	1	1	1	1	1	1	1
X51580	1	1	1	1	1	1	1	1	1	1	1	1
X1803	1	1	1	1	1	1	1	1	1	1	1	1
X45892	1	1	1	1	1	1	1	1	1	1	1	1
X1201	1	1	1	1	1	1	1	1	1	1	1	1
X11353	1	1	1	1	1	1	1	1	1	1	1	1
X40483	1	1	1	1	1	1	1	1	1	1	1	1
X31874	1	1	1	1	1	1	1	1	1	1	1	1
X40527	1	1	1	1	1	1	1	1	1	1	1	1
X11738	1	1	1	1	1	1	1	1	1	1	1	1
X13397	1	1	1	1	1	1	1	1	1	1	1	1
X51973	1	1	1	1	1	1	1	1	1	1	1	1
X9349	1	1	1	1	1	1	1	1	1	1	1	1
X4721	1	1	1	1	1	1	1	1	1	1	1	1
X21767	1	1	0.350919281437127	0.459930593607302	1	1	1	1	1	1	1	1
X45530	1	1	1	1	1	1	1	0.970514131780123	1	1	1	1
X54083	1	1	1	1	1	1	1	1	1	1	1	1
X5871	1	1	1	1	1	1	1	1	1	1	1	1
X39828	1	1	1	1	1	1	1	1	1	1	1	1
X13440	1	1	1	1	1	1	1	1	1	1	1	1
X38019	1	1	1	1	1	1	1	1	1	1	1	1
X14134	1	1	1	1	1	1	1	1	1	1	1	1
X3663	1	1	1	1	1	1	1	1	1	1	1	1
X49759	1	1	1	1	1	1	0.952817142857142	1	1	1	1	1
X42872	1	1	1	1	1	1	1	1	1	1	1	1
X4263	1	1	1	1	1	1	1	1	1	1	1	1
X8046	1	1	1	1	1	1	1	1	1	1	1	1
X24769	1	1	1	1	1	1	1	1	1	1	1	1
X23520	1	1	1	1	1	1	1	1	1	1	1	0.934375464813206
X6462	1	1	1	1	1	1	1	1	1	1	1	1
X32625	1	1	1	1	1	1	1	1	1	1	1	1
X25480	1	1	1	1	1	1	1	1	1	1	1	1
X8277	1	1	1	1	1	1	1	1	1	1	1	1
X24048	1	1	1	1	1	1	1	1	1	1	1	1
X32365	1	1	1	1	1	1	1	1	1	1	1	1
X47471	1	1	1	1	1	1	1	1	1	1	1	1
X41847	0.105655384615387	1	0.719518568994888	0.520800640854474	1	0.183135999999996	1	1	1	1	1	1
X50025	1	1	1	1	1	1	1	1	1	1	1	1
X48745	1	1	1	1	1	1	1	1	1	1	1	1
X50612	1	1	1	1	1	1	1	1	1	1	1	1
X11933	1	1	1	1	1	0.976086115183246	1	1	1	0.92209638336347	1	1
X671	1	1	1	1	0.755744887556223	1	0.816224119850185	1	0.902052501200194	1	1	1
X21443	1	1	1	1	1	0.194280789473678	1	1	1	1	1	1
X45343	1	1	1	1	1	1	1	1	1	1	1	1
X32685	1	1	1	0.899615438596492	1	0.934714923413567	1	1	1	1	1	1
X27561	1	1	1	1	1	1	1	1	1	1	1	1
X52829	1	1	1	1	1	1	1	1	1	1	1	1
X5538	1	1	1	1	1	1	1	1	1	1	1	1
X22425	1	1	1	1	1	1	1	1	1	1	1	1
X2423	1	1	1	1	1	1	1	1	1	1	1	1
X19270	1	1	1	1	1	1	1	1	1	1	1	1
X663	1	1	1	1	1	1	1	1	1	1	1	1
X14723	1	1	1	1	1	1	1	1	1	1	1	1
X4326	1	0.998389496544916	1	1	1	1	1	1	1	1	1	1
X2276	1	1	1	1	1	1	1	1	1	1	0.933920637450198	1
X41494	0.0127177777777778	1	1	0.928620296096903	1	1	1	1	1	1	1	1
X27856	1	1	1	1	1	1	0.973959525350594	1	0.863759999999999	1	1	1
X51479	1	1	0.0359090196078292	0.122219999999993	1	1	1	1	1	1	1	1
X13997	1	1	0.754817297297297	0.86046311557789	1	1	1	1	1	1	1	1
X43470	1	1	0.0111668292683039	0.0127177777777778	1	1	1	1	1	1	1	1
X50543	1	1	1	1	1	1	1	1	1	1	1	1
X14927	1	1	1	1	1	1	1	1	1	1	1	1
X6678	1	1	1	1	0.982737373737373	1	1	0.699111798561151	1	1	1	1
X5811	1	1	1	1	1	1	1	1	1	1	1	1
X47101	1	1	1	1	1	0.327168927038627	1	1	1	1	1	1
X20525	1	1	1	1	1	1	1	1	1	1	1	1
X39487	1	1	1	1	1	1	1	1	0.959936110471807	1	1	1
X1465	1	1	1	1	1	0.981550683818552	1	1	1	1	1	1
X54282	1	1	1	1	1	1	1	1	1	1	1	1
X43913	1	1	1	1	1	1	1	1	1	1	1	1
X36860	1	1	0.0127177777777778	0.0127177777777778	1	0.420273641025644	1	1	1	1	1	1
X45595	1	1	1	1	0.69436250922509	1	1	1	0.976578841275282	1	1	1
X17635	1	1	1	1	1	0.965272280961184	1	1	1	1	1	1
X35270	1	1	1	1	1	1	1	1	1	1	1	1
X3190	1	1	1	1	1	1	1	1	1	1	1	1
X6860	1	1	1	1	1	1	1	1	1	1	1	1
X17323	1	1	1	0.805013021442493	1	1	1	1	1	1	1	1
X21624	1	1	1	1	1	1	1	1	1	1	1	1
X37644	1	1	1	1	1	1	1	1	1	1	1	1
X54446	1	0.914831755442335	1	1	1	0.927771566696508	1	1	1	1	1	1
X15094	1	1	1	1	1	1	1	1	1	0.955539872204472	1	1
X9726	1	1	1	1	1	1	1	1	1	1	1	1
X39927	1	1	1	1	1	0.997170137165253	1	1	1	1	1	1
X49763	1	1	1	1	0.0849600000000064	1	0.188342207357869	1	0.93465073045707	1	1	1
X40928	1	1	1	1	1	1	1	1	1	1	1	1
X19133	1	1	0.97544769067045	0.934572431957859	1	1	1	1	1	1	1	1
X24430	1	1	1	1	1	1	1	1	1	1	1	1
X55290	1	1	1	1	1	1	1	1	1	1	1	1
X14543	1	1	1	0.736525217391304	1	1	0.979485030591434	1	0.868784033790918	1	1	1
X18269	1	1	1	1	1	1	1	1	1	1	1	1
X47116	1	1	1	1	1	0.74261577072037	1	0.844995929824559	1	1	0.957757590926868	1
X26157	1	1	1	1	1	1	1	1	1	1	1	1
X47143	1	1	1	1	1	1	1	1	1	1	1	1
X41529	1	1	1	1	1	1	1	1	1	1	1	1
X22839	1	1	1	1	1	1	1	1	1	1	1	1
X8227	1	1	1	1	1	1	1	1	1	1	1	1
X42586	1	1	1	1	1	1	1	1	1	1	1	1
X45689	1	1	1	1	1	0.734103552311434	1	1	1	1	1	1
X9893	1	1	1	1	1	1	1	1	1	1	1	1
X30486	1	1	1	1	1	1	1	1	1	1	1	1
X45753	1	1	1	1	1	1	1	1	1	1	1	0.711798124999997
X54817	1	1	1	1	1	1	1	1	1	1	0.855506742857144	1
X29316	1	1	1	1	1	1	1	0.751942232346241	1	1	1	1
X10563	1	1	0.6854763364486	1	1	1	1	1	1	1	1	1
X44171	1	1	1	1	1	1	1	1	1	1	1	1
X971	1	1	1	1	1	1	1	1	1	1	1	1
X55071	1	1	1	1	1	1	1	1	1	1	0.984779213445379	1
X31538	1	1	1	1	1	1	1	1	1	1	1	1
X33700	1	1	1	1	1	1	1	1	1	1	1	1
X44549	1	1	1	1	1	1	1	1	1	1	1	1
X7680	1	1	1	1	1	1	1	1	1	1	0.92797100671141	1
X25549	1	1	1	1	1	1	1	1	1	1	1	1
X35486	1	1	1	1	0.964895200605603	1	1	0.871698519685039	0.364841249999993	1	1	1
X28746	1	1	1	1	1	1	1	1	1	1	1	1
X50099	1	1	1	1	1	1	1	1	1	1	1	1
X44810	1	1	1	1	1	1	1	1	1	1	1	1
X55826	1	1	1	1	1	1	1	1	1	1	1	1
X14188	1	1	1	1	1	1	1	1	1	1	1	1
X3395	1	1	1	1	1	1	1	1	1	1	1	1
X2322	1	1	1	1	1	1	1	1	1	1	1	1
X13051	1	1	1	1	1	1	1	1	1	1	1	1
X35726	1	1	1	1	1	1	1	0.974958231578949	1	1	1	1
X15030	1	1	1	1	1	1	1	1	1	1	1	1
X7312	1	1	1	1	1	1	1	1	1	1	1	1
X17596	1	1	1	1	1	1	1	1	1	1	1	1
X15075	1	1	1	1	1	1	1	1	1	1	1	1
X29445	1	1	1	1	1	1	1	1	1	1	1	1
X28078	1	1	1	1	1	1	1	1	1	1	1	1
X50885	1	1	1	1	1	0.807020089801155	1	1	1	1	1	1
X21618	1	1	1	1	1	1	1	1	1	1	1	1
X1928	0.0280310204081394	1	1	0.669081029702968	1	1	1	1	1	1	1	1
X44081	1	1	1	1	1	1	1	1	1	1	1	1
X15855	1	1	1	1	1	1	1	1	1	1	1	1
X50455	1	1	1	1	1	1	1	1	1	1	1	1
X31697	1	1	1	1	1	1	1	1	1	1	1	1
X34110	1	1	1	1	0.925592638700948	1	1	1	1	1	1	1
X17880	1	1	1	1	0.950424283965727	1	1	1	1	1	0.718402525597272	1
X12306	1	1	1	1	1	1	1	1	1	1	1	1
X3408	1	1	1	1	1	1	1	1	1	1	1	1
X24908	1	1	1	1	1	1	0.93465073045707	1	1	1	1	1
X37968	1	1	1	1	1	1	1	1	1	1	1	1
X31256	1	0.860090657672849	1	1	1	1	1	1	1	1	1	0.976374864300626
X36848	1	1	1	1	1	1	1	1	1	1	1	1
X21410	1	1	1	1	1	0.86000375565611	1	1	1	1	1	1
X34061	1	1	1	1	1	1	1	1	1	1	1	1
X37660	1	1	0.792238229376257	1	1	1	1	1	1	1	1	1
X21487	1	1	1	1	1	1	1	1	1	1	1	1
X4502	1	1	1	1	1	1	1	1	1	1	1	1
X42973	1	1	1	1	0.996967519582245	1	1	0.810046877370418	1	1	1	1
X4462	1	1	1	1	1	1	1	1	1	1	1	1
X36595	1	1	1	1	1	1	1	0.959676110260336	1	1	1	1
X44660	1	1	1	1	1	1	1	1	1	1	1	1
X9962	1	1	1	1	1	1	1	1	1	1	1	1
X25003	1	0.929127903871829	0.049645301204823	0.269039999999994	1	1	1	1	1	1	1	1
X32812	1	1	1	1	1	1	1	1	1	1	1	1
X39299	1	0.804643381014306	0.435893950413218	0.801598255122274	1	1	1	1	1	1	1	0.899384378352023
X1649	1	1	1	1	1	1	1	1	1	1	1	1
X42775	1	0.963360985442328	1	1	1	1	1	0.628099250000001	1	1	1	0.791815470941886
X22754	1	0.965272280961184	1	1	1	1	1	1	1	1	1	1
X38475	1	1	1	1	0.807489783439492	1	0.768172276363634	1	1	1	1	1
X2878	1	1	1	1	1	1	1	1	1	1	1	1
X27560	1	1	1	1	1	1	1	1	1	1	1	1
X13080	1	1	1	1	1	1	1	1	0.84456182883939	1	1	1
X5967	1	1	1	1	1	1	1	1	1	1	1	1
X26822	1	1	1	1	1	1	1	1	1	1	1	1
X55094	1	1	1	1	1	1	1	1	1	1	1	1
X48541	1	1	0.0127177777777778	0.0127177777777778	1	1	1	1	1	1	1	1
X11048	1	1	1	1	1	1	1	1	1	1	1	1
X16593	1	1	1	1	1	1	1	1	1	1	1	1
X30670	1	1	1	1	1	1	1	1	1	0.954676416231417	1	1
X43813	1	1	1	1	1	1	1	1	1	1	1	1
X397	1	1	1	1	1	1	1	1	1	1	1	1
X34433	1	1	1	1	1	1	1	1	1	1	1	1
X49933	1	1	1	1	1	1	1	1	1	1	1	1
X1096	1	1	1	1	0.976672525951558	1	1	1	1	1	1	1
X48691	1	1	1	1	1	1	1	1	1	1	1	1
X51719	1	1	1	1	1	1	1	1	1	1	1	1
X37608	1	1	1	1	1	1	1	1	1	1	1	0.956768205128205
X53697	1	1	1	1	1	1	1	1	1	1	1	1
X22165	1	1	1	0.619257948717949	0.603833528722153	1	0.60320287369641	1	0.791848107382549	1	1	1
X5722	1	1	1	1	1	1	1	1	1	1	1	1
X6360	1	1	1	1	0.966364016182419	1	1	1	0.920896955332726	1	1	1
X19319	1	1	1	1	1	1	1	1	1	1	1	1
X26767	1	1	1	1	1	1	1	1	1	1	1	1
X32118	1	1	1	1	1	1	1	1	1	1	1	1
X20687	1	1	1	1	1	1	1	1	1	1	1	1
X29924	1	1	1	1	1	1	1	1	1	1	1	1
X36792	1	1	1	1	1	1	1	1	1	1	1	1
X31281	1	1	1	1	1	1	1	1	1	1	1	1
X46724	1	1	1	1	1	1	1	1	1	1	1	1
X32657	1	1	1	1	1	1	1	1	1	1	1	1
X18883	1	1	1	1	1	1	1	1	1	1	1	1
X49845	1	1	1	1	1	1	1	1	1	1	1	1
X17115	1	1	1	1	1	1	1	1	1	1	0.613313781697905	1
X30846	1	1	1	1	1	1	1	1	1	1	1	1
X47409	1	1	1	1	1	1	1	1	1	1	1	1
X43376	1	1	1	1	1	1	1	1	1	1	1	1
X13869	1	1	1	1	0.952314638505279	1	0.734103552311434	1	0.481318974358978	1	1	1
X6492	1	1	1	1	1	1	1	1	1	1	1	1
X9114	1	1	1	1	1	1	1	1	1	1	1	1
X13379	1	1	1	1	1	1	1	1	1	1	1	1
X36730	1	1	1	1	1	1	1	1	1	1	1	1
X30623	1	1	1	1	1	1	1	1	1	1	1	1
X8188	1	1	1	1	1	1	1	1	1	1	1	1
X29484	1	1	1	1	1	1	1	1	1	1	1	1
X49549	1	1	1	1	1	1	1	1	1	1	1	1
X15344	1	1	1	1	1	1	1	0.667569101796405	1	1	1	1
X29712	0.15947235955055	1	1	1	1	1	1	1	1	1	1	1
X15150	1	1	1	1	1	0.968952272228321	1	1	1	1	1	1
X39958	1	1	1	1	1	1	1	1	1	1	1	1
X51620	1	1	1	1	1	0.938253653603034	1	1	1	1	1	1
X24393	1	1	1	1	1	1	1	1	1	1	1	1
X34364	1	1	1	1	1	1	1	1	1	1	1	1
X47271	1	1	0.718456615384617	0.624850817610064	1	1	1	1	1	1	1	1
X26634	1	1	1	1	1	1	1	1	1	1	1	1
X14179	1	1	1	1	1	1	1	1	1	1	1	1
X17978	1	1	1	1	1	1	1	1	1	1	1	1
X17576	1	1	1	1	1	1	1	1	1	1	1	1
X22279	1	1	1	1	1	1	1	1	1	1	1	1
X22551	1	1	1	1	0.312874715261959	1	0.269039999999994	1	0.250080672268901	0.875289340944474	1	1
X15558	1	1	1	1	1	1	1	1	1	1	1	1
X44022	1	1	1	1	1	1	1	1	1	1	1	1
X40935	1	1	1	1	1	0.921892211668929	1	1	1	1	1	1
X54392	1	1	1	1	1	1	1	1	1	1	1	1
X21672	1	1	1	1	1	1	1	0.933873641921396	1	1	1	1
X34106	1	1	1	1	1	1	1	1	1	1	1	1
X27844	1	1	1	1	1	1	1	1	1	1	1	1
X39655	1	1	1	1	1	1	1	1	1	1	1	1
X11929	1	1	1	1	1	1	1	1	1	1	1	1
X42642	1	1	1	1	1	0.439885490196082	1	1	1	1	1	1
X24771	1	1	1	1	1	1	1	1	1	1	1	1
X40783	1	1	1	1	1	1	1	1	1	1	1	1
X38807	1	1	1	1	1	1	1	1	1	0.860687320113316	1	1
X27306	0.395633478260865	1	0.269039999999994	0.183135999999996	1	1	1	1	1	1	1	1
X49306	1	1	1	1	0.470689276218609	1	0.52645527851459	0.675944881889764	0.331142138364775	1	1	1
X31129	1	1	1	0.965756249999999	1	1	1	1	1	1	1	1
X47874	1	1	1	1	1	1	0.939021613038027	1	0.956828100470957	1	1	1
X23737	1	1	1	1	1	0.952440875912409	1	1	1	1	1	1
X36828	1	1	1	1	1	1	1	1	1	1	1	1
X30282	1	1	1	1	1	1	1	1	1	1	1	1
X32064	1	1	1	1	1	1	1	1	1	1	1	1
X7206	1	1	1	1	1	1	1	1	1	1	1	1
X47027	1	1	1	1	1	1	1	0.954871104	1	1	1	1
X10910	1	1	1	1	1	1	1	1	1	1	1	1
X18524	1	1	1	1	1	1	1	1	1	1	1	1
X3382	1	1	1	1	1	1	0.907831314285715	1	1	1	1	1
X52355	1	1	1	1	1	1	1	1	1	1	1	1
X2895	1	1	1	1	1	1	1	1	1	1	1	1
X1042	1	1	1	1	1	1	1	1	1	1	1	1
X44088	1	1	1	1	1	1	1	1	1	1	1	1
X24095	1	1	1	1	1	1	1	1	1	1	1	1
X47086	1	1	1	1	1	1	1	1	1	1	1	1
X49485	1	1	1	1	1	1	1	1	1	1	1	1
X43904	1	1	1	1	1	1	1	1	0.284633060240973	1	1	1
X4872	1	1	1	1	1	1	1	1	1	1	1	1
X20732	1	1	1	1	1	1	1	0.676650677134449	1	1	1	1
X49651	1	1	1	1	1	1	1	0.962795525727068	1	1	1	1
X52331	1	1	1	1	1	1	1	1	1	1	1	1
X45392	1	0.367336744186044	1	1	1	1	1	1	1	1	0.289500702576116	0.643400407331975
X54749	1	1	1	1	1	1	1	1	1	1	1	1
X36835	1	1	0.805681380191695	1	1	1	1	1	1	1	1	1
X2395	1	1	1	1	1	1	1	1	0.779671696492483	1	1	1
X14113	1	1	0.788147966573819	0.395257553956832	0.676590799605132	1	0.503561367989059	1	0.473280351906162	1	0.920040380952381	1
X30752	1	1	1	1	1	1	1	1	1	1	1	1
X50195	1	1	1	1	1	1	1	1	1	1	1	1
X24687	1	1	1	0.962772114285716	1	1	1	1	0.758511044776121	1	1	1
X53724	1	1	1	1	1	1	1	1	1	1	1	1
X8905	1	1	1	1	1	1	1	1	1	1	1	1
X54220	1	1	1	1	1	1	1	1	1	1	1	1
X24585	1	1	1	1	1	1	1	1	1	1	1	1
X33693	1	1	1	1	1	1	1	1	1	1	1	1
X10592	1	1	1	1	1	1	1	1	1	1	1	1
X36701	0.117898712446339	1	1	0.874380000000002	1	1	1	1	1	1	1	1
X6119	1	1	1	1	1	1	1	1	1	1	1	1
X30968	1	1	1	1	1	1	1	1	1	1	1	1
X20547	1	1	1	1	1	1	1	1	1	1	1	0.959173912369137
X24739	1	1	1	1	1	1	1	1	1	1	1	1
X29795	1	1	1	1	1	1	1	1	1	1	1	1
X8089	1	1	1	1	1	1	1	1	1	1	1	1
X23302	1	1	1	1	1	1	1	1	1	1	1	1
X33738	1	1	1	1	1	1	1	1	1	1	0.976527201913222	1
X30528	1	0.470689276218609	1	1	1	0.91842661744347	1	1	1	0.650541419878297	1	0.287250576923071
X42116	1	1	1	1	1	1	1	1	1	1	1	1
X35735	1	1	1	1	1	1	1	1	1	1	1	1
X30160	1	1	1	1	1	1	1	1	1	1	1	1
X46722	1	1	1	1	1	1	1	1	1	1	1	1
X40407	1	1	1	1	1	1	1	1	1	1	1	1
X19375	1	1	1	1	1	1	1	1	1	1	1	1
X30694	1	1	1	1	1	1	1	1	1	1	1	1
X5112	1	1	1	1	1	1	1	1	1	1	1	1
X51662	1	1	1	1	1	1	1	1	1	1	1	1
X3649	1	1	1	1	1	1	1	1	1	1	1	1
X3450	1	1	1	1	1	1	1	1	1	1	1	1
X18629	1	1	1	1	1	1	1	1	1	1	1	1
X18182	1	1	1	1	1	1	1	1	1	1	1	1
X43720	1	1	1	1	1	1	1	1	1	1	1	1
X42631	1	1	1	1	1	1	1	1	1	1	1	1
X23364	1	1	0.851819896253602	0.993503697813122	1	1	1	1	1	1	1	1
X21859	1	1	0.0280310204081394	0.0962747663551296	1	0.779963142857144	1	1	1	1	1	1
X4684	1	1	1	1	1	1	1	1	1	1	1	1
X24131	1	1	1	1	1	1	1	1	1	1	1	1
