	sex	days	col	bl	weight	melanoma	weightM	weightF	weightRes	daysM	daysF	daysRes
X47443	1	1	1	1	1	1	1	1	1	1	1	1
X35743	1	1	1	1	1	1	1	1	1	1	1	1
X1426	1	1	1	1	1	1	1	1	1	1	1	1
X3647	1	1	1	1	1	1	1	1	1	1	1	1
X1557	1	1	1	1	1	1	1	1	1	1	1	1
X2281	1	1	1	1	1	1	1	1	1	1	0.67613315280464	1
X6874	1	1	1	1	1	1	1	1	1	1	1	1
X34321	1	1	1	1	1	1	1	1	1	1	1	1
X6883	1	1	1	1	1	1	1	1	1	1	1	1
X17557	1	1	1	1	1	1	1	1	1	1	1	1
X37092	1	1	1	1	1	1	1	1	1	1	1	1
X42038	1	1	1	1	1	1	1	1	1	1	1	1
X49007	1	1	1	1	1	1	1	1	1	1	1	1
X26815	1	1	1	1	1	1	1	1	1	1	1	1
X11023	1	1	1	1	1	1	1	1	1	1	1	1
X27572	1	1	1	1	1	1	1	1	1	1	1	1
X532	1	1	1	1	1	1	1	1	1	1	1	0.957026391592061
X3592	1	1	1	1	1	1	1	1	1	1	1	1
X32037	1	1	1	1	1	1	1	1	1	1	1	1
X45267	1	1	1	1	1	1	1	1	1	1	1	1
X41499	1	1	1	1	1	1	1	1	1	1	1	1
X48902	1	1	0.637705714285714	0.701371914893615	1	1	1	1	1	1	1	1
X18056	1	1	1	1	1	1	1	1	1	1	1	1
X44094	1	1	1	1	1	1	1	1	1	1	1	1
X24356	1	1	1	1	0.0875282352941304	1	0.0359090196078292	1	0.31956617449664	1	1	1
X36193	1	1	1	1	1	1	1	1	1	1	1	1
X55953	1	1	1	1	1	0.264866115702471	1	1	1	1	1	1
X24255	1	1	1	1	1	1	1	1	1	1	1	1
X12411	1	1	1	1	1	1	1	1	1	0.680856618911171	1	1
X54955	1	1	1	0.940892715894868	1	1	1	1	1	1	1	1
X40222	1	1	1	1	1	1	1	1	1	1	1	1
X33802	1	1	1	1	1	0.900647107677449	1	1	1	1	1	1
X13447	1	1	1	1	1	1	0.838596093469141	1	1	1	1	1
X37103	1	1	1	1	1	1	1	1	1	1	1	1
X46624	1	1	1	1	1	1	1	1	1	0.974533400359066	1	1
X25742	1	1	1	1	1	1	1	1	1	1	1	1
X4609	1	1	1	1	1	1	1	1	1	1	1	1
X52628	1	1	1	1	1	1	1	1	1	1	1	1
X26578	1	0.988715294117648	1	1	1	1	0.955136425734711	1	1	1	1	1
X43351	1	1	1	1	1	1	1	1	1	1	1	1
X33288	1	1	1	1	1	1	1	1	1	1	1	1
X19900	1	1	1	1	1	1	1	1	1	1	1	1
X46354	1	1	1	1	1	1	1	1	1	1	1	1
X21727	1	1	1	1	1	1	1	1	1	1	1	1
X28698	1	1	1	1	1	1	1	0.615098086956524	1	1	1	1
X30893	1	1	1	1	1	1	1	1	1	1	1	1
X38297	1	1	1	1	0.792627828418231	1	0.504442696011005	1	1	1	1	1
X13667	1	1	0.569299176029961	0.32530736842106	1	1	1	1	1	1	1	1
X15103	1	1	1	1	1	1	1	1	1	1	1	1
X10938	1	1	1	1	0.70142391459075	1	0.801976010568033	1	1	1	1	1
X16658	1	1	1	1	1	1	1	1	1	1	1	1
X22137	1	1	0.458541133231244	0.788519751895245	1	1	1	1	1	1	1	1
X42788	1	1	1	1	1	1	1	1	1	1	1	1
X23527	1	1	1	1	1	1	1	1	1	1	1	1
X25798	1	1	1	1	1	1	1	1	1	0.899662274052478	1	1
X21335	1	1	1	1	1	1	1	1	1	0.976490625655366	1	1
X51700	1	1	1	1	0.68994239110287	1	0.933013368146215	1	0.963763652968037	1	1	1
X2137	1	1	1	1	1	1	1	1	1	1	1	1
X37825	1	1	1	1	1	1	1	1	1	1	1	1
X53065	1	1	1	1	1	1	1	1	1	1	1	1
X18279	1	1	1	1	1	1	1	1	1	1	1	0.999333973052908
X19115	1	1	1	1	1	1	1	1	1	1	1	1
X21814	1	1	1	1	1	1	1	1	1	1	1	1
X55871	1	1	1	1	1	1	1	1	1	1	1	1
X53824	1	1	1	1	1	1	1	1	1	1	1	1
X20676	1	1	1	1	1	1	1	1	1	1	1	1
X36826	1	1	1	1	1	1	1	1	1	1	1	1
X17564	1	1	1	1	1	1	1	1	1	1	1	1
X3995	1	1	1	1	1	1	1	0.96969107377648	1	1	0.902052501200194	1
X10981	1	1	1	1	1	1	1	1	1	1	1	1
X3132	1	1	1	1	1	0.982805176946412	1	1	1	1	1	1
X42342	1	1	1	1	1	1	1	1	1	1	1	1
X22651	1	1	1	1	1	1	1	1	1	1	1	1
X7143	1	1	1	1	1	1	1	1	1	1	1	1
X38569	1	1	1	1	1	1	1	1	1	1	1	1
X53608	1	1	1	1	1	1	1	1	1	1	1	1
X36883	1	1	1	1	1	1	1	1	1	1	1	1
X10422	1	1	0.788223857729139	0.676748921282801	1	1	1	0.81000228281547	1	1	1	1
X11335	0.049645301204823	1	0.860269358616845	0.392434285714287	1	0.279535477386927	1	1	1	1	1	1
X40853	1	1	1	1	1	1	1	1	1	1	1	1
X54712	1	1	1	1	0.80644614790997	1	0.569718195488718	1	0.741247635506676	1	1	1
X23376	1	1	1	1	1	1	1	1	1	1	1	1
X44664	1	1	1	1	1	1	1	1	1	1	0.699444221635886	1
X9036	1	1	1	0.493306478873239	1	0.871380627615061	1	1	1	1	1	1
X8936	1	1	1	1	1	1	1	1	1	1	1	1
X41115	1	1	1	1	1	1	1	1	1	1	1	1
X53431	1	1	1	1	1	1	1	1	1	1	1	1
X33991	1	1	1	1	1	1	1	1	1	1	1	1
X2279	1	1	1	1	1	1	1	1	1	1	0.873212298071912	1
X39228	1	1	1	1	1	1	1	1	1	1	1	1
X33772	1	1	1	1	1	1	1	1	1	1	1	1
X11463	1	1	1	1	1	1	1	1	1	1	1	1
X26505	1	1	1	1	1	1	1	1	1	1	1	1
X33001	1	1	1	1	1	1	1	1	1	1	1	1
X16767	1	1	1	1	1	1	1	1	1	1	1	1
X54819	1	1	1	1	1	1	1	1	1	1	1	1
X3166	1	1	0.598039808612436	0.67613315280464	1	1	1	1	1	1	1	1
X44797	1	1	0.914379318181819	0.694376561922363	1	1	1	1	1	1	1	1
X46487	1	1	1	1	1	1	1	1	1	1	1	1
X38243	1	1	1	1	1	1	1	1	1	1	1	1
X49094	1	1	1	1	1	1	1	1	1	1	1	1
X28777	1	1	1	1	1	1	1	1	1	1	1	1
X31096	1	1	1	1	1	1	1	1	1	1	1	1
X23974	1	1	0.0127177777777778	0.0127177777777778	1	0.635446305015356	1	1	1	1	1	1
X8225	1	1	1	1	1	1	1	1	1	1	1	1
X13304	1	1	1	1	1	1	1	1	1	1	1	1
X6741	1	1	1	1	1	1	1	1	1	1	1	1
X41649	1	1	1	1	1	0.805891836734693	1	1	1	1	1	1
X3409	1	1	1	1	1	1	1	1	1	1	1	0.976933679180889
X43273	1	1	1	1	1	1	1	1	1	1	1	1
X30635	1	1	1	1	0.92177053211009	1	1	0.941433500000001	1	1	1	1
X50735	1	1	1	1	1	1	1	1	1	1	1	1
X25441	1	1	1	1	1	1	1	1	1	1	1	1
X2125	1	1	1	1	1	1	1	1	1	1	1	1
X27431	1	1	1	1	1	1	1	1	1	1	1	1
X35829	1	1	1	1	1	1	1	1	1	1	1	1
X11628	1	1	1	1	1	1	1	1	1	1	1	1
X31683	1	1	1	1	1	1	1	1	1	1	1	1
X16827	1	0.50947141304348	1	1	1	1	1	1	1	0.269039999999994	1	0.54834325581395
X32600	1	0.941221448792671	1	1	1	1	1	1	1	0.84222973262032	0.44760076677316	1
X38676	1	1	1	1	1	0.385001818181813	1	1	1	1	1	1
X3048	1	1	1	1	1	1	1	1	1	1	1	1
X51675	1	1	1	1	1	1	1	1	1	1	1	1
X37502	1	1	1	1	1	1	1	1	1	1	1	1
X7987	1	1	1	1	1	1	1	1	1	1	1	1
X38012	1	1	1	1	1	1	1	1	1	0.933327362494585	1	0.84212271707029
X41103	1	1	1	1	1	1	1	1	1	0.779938492462309	1	1
X32487	1	1	1	1	1	1	1	1	1	1	1	1
X20600	1	1	1	1	0.934813611940297	1	0.905154942528735	1	1	1	1	1
X41191	1	1	1	1	1	1	1	1	1	1	1	1
X34766	1	1	1	1	1	1	1	1	1	1	0.950769245821443	1
X5683	1	1	1	1	1	1	1	1	1	1	1	1
X35236	1	1	1	1	1	1	1	1	1	1	1	1
X6449	1	1	1	1	1	1	1	1	1	1	1	1
X29252	1	1	1	1	1	1	1	1	1	1	1	1
X15865	1	1	1	1	1	1	1	1	1	1	1	1
X6842	1	1	1	1	1	1	1	1	1	1	1	1
X20363	1	1	1	1	1	1	1	1	1	1	1	1
X46971	1	1	1	1	1	1	1	1	1	1	1	1
X1212	1	1	1	1	1	1	1	1	1	1	1	1
X18807	1	1	1	1	1	1	1	1	1	1	1	1
X43511	1	1	1	1	1	1	1	1	1	1	1	1
X27786	1	1	1	1	1	1	1	1	1	1	1	1
X40382	1	1	1	1	1	1	1	1	1	1	1	1
X7610	1	1	1	1	1	1	1	1	1	1	1	1
X670	1	1	1	1	1	1	1	1	1	1	1	1
X1094	1	1	0.841704676850763	1	1	1	1	1	1	1	1	1
X15173	1	1	1	1	1	1	1	1	1	1	1	1
X7708	0.720075165957447	1	1	1	1	0.606427981651379	1	1	1	1	1	1
X9021	1	1	1	1	1	1	1	1	1	1	1	1
X27887	1	1	1	1	1	1	1	1	1	1	1	1
X10292	1	1	1	1	1	1	1	1	1	1	1	1
X1880	1	1	1	1	1	1	1	1	1	1	1	1
X50352	1	1	1	1	1	1	1	1	1	1	1	1
X47587	1	1	1	1	1	1	1	1	1	1	1	1
X5387	1	1	1	1	1	1	1	1	1	1	1	1
X38272	1	1	1	1	0.913758993006993	1	1	1	1	1	1	1
X21891	1	1	1	1	1	1	0.998721784675073	1	1	1	1	1
X42628	1	1	1	1	1	1	1	1	1	1	1	1
X20262	1	1	1	1	1	1	1	1	1	1	1	1
X43218	1	1	1	0.4936987972028	1	1	1	1	1	1	1	1
X29192	1	1	1	1	1	1	1	1	1	1	1	1
X54762	1	1	1	1	1	1	1	1	1	1	1	1
X5038	1	1	1	1	1	1	1	1	1	1	1	1
X25435	1	1	1	1	1	1	1	1	1	1	1	1
X50653	1	1	1	1	1	1	1	1	1	1	1	1
X14319	1	1	1	1	1	1	1	1	1	1	1	1
X46029	1	1	1	1	1	1	1	1	1	1	1	1
X15722	1	1	0.117898712446339	0.122219999999993	1	0.686759999999997	1	1	1	1	1	1
X23285	1	1	1	1	1	1	1	1	1	1	1	1
X26021	1	1	1	1	1	1	1	1	1	1	1	1
X47950	1	1	1	1	1	1	1	1	1	1	1	1
X52359	1	1	1	1	1	0.680856618911171	1	1	1	1	1	1
X11652	1	1	1	1	1	1	1	1	1	1	1	1
X51274	1	1	1	1	1	1	1	1	1	1	1	1
X36393	1	1	1	1	1	1	1	1	1	1	1	1
X4618	1	1	1	1	1	1	1	1	1	1	1	1
X15951	1	1	1	1	1	1	1	1	1	1	1	1
X25876	1	1	1	1	1	1	1	1	1	1	1	1
X48343	1	1	1	1	1	1	1	1	1	1	1	1
X41293	1	1	1	1	1	1	1	1	1	1	1	1
X13676	1	1	1	1	1	1	1	1	1	1	1	1
X42338	1	1	1	1	1	1	1	1	1	1	1	1
X3336	1	1	1	1	1	0.788660207039337	1	1	1	1	1	1
X49811	1	1	1	1	1	1	1	1	1	1	1	1
X51046	1	1	1	1	1	1	1	1	1	1	1	1
X34590	1	1	1	1	1	1	1	1	1	1	1	1
X47845	1	1	1	1	1	1	1	0.974756129032257	1	1	1	1
X14064	1	1	1	1	1	1	1	1	1	1	1	1
X43926	1	1	1	1	1	1	1	1	1	1	1	1
X26419	1	1	1	1	1	1	1	1	1	1	1	1
X38145	1	1	1	1	1	1	1	1	1	1	1	1
X8991	1	1	1	1	0.976976807415037	1	1	0.928170268336316	1	1	1	1
X44638	1	1	1	1	1	1	1	1	1	1	1	1
X42013	1	1	1	1	1	1	1	1	1	1	1	1
X23701	1	1	1	1	1	1	0.917163054141601	1	1	1	1	1
X35638	1	1	1	1	1	1	1	1	1	1	1	1
X44201	1	1	1	1	1	1	1	1	1	1	0.934453862433863	1
X28380	0.0127177777777778	1	0.188342207357869	0.0555759537572369	1	1	1	1	1	1	1	1
X33037	1	1	1	1	1	1	1	1	1	1	1	1
X53566	1	1	1	1	1	1	1	1	1	1	1	1
X32399	1	1	1	1	1	1	1	1	1	1	1	1
X28802	1	1	1	1	1	1	1	1	1	1	1	1
X42059	1	1	1	1	1	1	1	1	1	1	1	1
X49103	1	1	1	1	1	1	1	1	1	1	1	1
X9263	1	1	1	1	1	1	1	1	1	1	1	1
X42391	1	1	1	1	1	1	1	1	1	1	1	1
X34210	1	1	1	1	1	0.69436250922509	1	1	1	1	1	1
X523	1	1	1	1	1	1	1	1	1	1	1	1
X38690	1	1	1	1	1	1	1	1	1	1	1	1
X42502	1	1	1	1	1	1	1	1	1	1	1	1
X25952	1	1	1	1	1	1	1	1	1	1	1	1
X27771	1	1	1	1	0.950726384364822	1	1	0.791956013377928	1	1	1	1
X53914	1	1	1	1	1	1	1	1	1	1	1	1
X6996	1	1	1	1	0.959123377226955	1	0.992999362972793	1	1	1	1	1
X55206	1	1	1	1	1	1	1	1	1	1	1	1
X55721	1	1	1	1	1	0.894179851705389	1	0.864049618573798	1	1	1	1
X9550	1	1	1	1	1	1	1	1	1	1	1	1
X29910	1	1	1	1	1	1	1	1	1	1	1	1
X5487	1	1	1	1	1	1	1	1	1	1	1	1
X42369	1	1	1	1	1	1	1	1	1	1	1	1
X53926	1	1	1	1	1	1	1	1	1	1	1	1
X18853	1	1	1	1	1	1	1	1	1	1	1	1
X49372	1	1	1	1	1	1	1	1	1	1	1	1
X14341	1	1	1	1	1	1	1	1	1	1	1	1
X10744	0.0127177777777778	0.79377544715447	1	0.0127177777777778	0.0127177777777778	1	1	1	1	1	1	1
X21566	1	1	1	1	1	1	1	1	1	1	1	1
X48953	1	1	1	1	1	1	1	1	1	1	1	1
X23801	1	1	1	1	1	1	1	1	1	1	1	1
X47704	1	1	1	1	1	1	1	1	1	1	1	1
X39868	1	0.604154433962266	1	1	1	1	1	1	1	0.606147088036121	1	0.969838510405259
X32906	1	0.976288229130282	1	1	1	1	1	1	1	0.949028839506174	1	1
X27286	1	1	1	1	1	1	1	1	1	0.997817907510659	1	1
X50702	1	1	1	1	1	1	1	1	1	1	1	1
X35074	1	1	1	1	1	1	1	1	1	1	1	1
X26490	1	1	1	1	1	1	0.849476655052264	1	0.950682485690924	1	1	1
X40031	1	1	0.224757818181812	0.145431529411761	1	1	1	1	1	1	1	1
X35729	1	1	1	1	1	1	1	1	1	1	1	1
X28874	1	1	1	0.864376633032397	0.139020242914964	1	0.194280789473678	1	0.141712380952371	1	1	1
X35862	1	1	1	1	1	1	1	1	1	1	1	1
X7784	1	1	1	1	0.4936987972028	1	1	0.439076065573772	1	1	1	1
X9283	1	1	1	1	1	0.972205503258509	1	1	1	1	1	1
X23371	1	1	1	1	1	1	1	1	1	1	1	0.902259413743394
X18580	1	1	1	1	1	1	1	1	1	1	1	1
X2110	1	1	1	1	1	1	1	1	1	1	1	1
X1342	1	1	1	1	1	1	1	1	1	1	1	1
X44621	1	1	1	1	1	1	1	1	1	1	1	1
X46325	1	1	1	1	1	1	1	1	1	1	1	1
X25868	1	1	1	1	1	1	1	1	1	1	1	1
X43458	1	1	1	1	1	1	1	1	1	1	1	1
X48802	1	1	1	1	1	1	1	1	1	1	1	1
X8619	1	1	1	1	1	0.98632865731463	1	1	1	1	1	1
X50621	1	1	1	1	1	1	1	1	1	1	1	1
X55653	1	1	1	1	1	1	1	1	1	1	1	1
X8084	1	1	1	1	1	1	1	1	1	1	1	1
X3095	1	1	1	1	1	1	1	1	1	1	1	1
X30692	1	1	1	1	1	1	1	1	1	1	1	1
X38010	1	1	1	1	1	1	1	1	1	1	1	1
X37564	1	1	1	1	1	1	1	1	1	1	1	1
X11374	1	1	1	1	1	1	1	1	1	1	1	1
X55979	1	1	1	0.739671612390787	1	1	1	1	1	1	1	1
X49676	1	1	1	1	1	1	1	1	1	1	1	1
X3035	1	1	1	1	1	1	1	1	1	1	1	1
X46872	1	1	1	1	1	1	1	1	1	0.635993347022589	1	1
X12865	1	1	1	1	1	1	1	1	1	1	1	1
X769	1	1	1	1	1	1	1	1	1	1	1	1
X40765	1	1	1	1	1	1	1	1	1	1	1	1
X5587	1	1	1	1	1	1	1	1	1	1	1	1
X29972	1	1	1	1	1	1	1	1	1	1	1	1
X55246	1	1	1	1	1	1	1	1	1	1	1	1
X7273	1	1	1	1	1	1	1	1	0.935000613810741	1	1	1
X54185	1	1	1	1	1	1	1	1	1	1	1	1
X39410	1	1	1	1	1	1	1	1	1	1	1	1
X6503	1	1	1	1	1	1	1	1	1	1	1	1
X38137	1	1	1	1	1	1	1	1	1	1	1	1
X41221	1	1	1	1	1	1	1	1	1	1	1	1
X9810	1	1	1	1	1	1	0.982805176946412	1	1	0.734412734693878	1	1
X53663	1	1	1	1	0.613313781697905	1	0.507808894952249	1	1	1	1	1
X41077	1	1	1	1	1	1	1	1	1	1	1	1
X23658	1	1	1	1	1	1	1	1	1	1	1	1
X12463	1	1	1	1	1	1	1	1	1	1	1	1
X19154	1	1	1	1	1	1	1	1	1	1	1	1
X29539	1	1	1	1	1	1	1	1	1	1	1	1
X32027	1	1	1	1	1	1	0.997906153846153	0.976063448275863	1	1	1	1
X3423	1	1	1	1	1	1	1	1	1	1	1	1
X32126	1	1	1	1	1	1	1	1	1	1	1	1
X30318	1	1	1	1	0.788223857729139	1	1	0.497374930362115	1	1	1	1
X12871	1	1	1	1	1	1	1	1	1	1	1	1
X44585	1	0.339868957055212	1	1	1	1	1	1	1	0.515070000000003	1	0.366807485380112
X46347	1	0.049645301204823	1	1	1	1	0.938041869473685	1	1	0.83841436265709	1	0.232257026239077
X6569	1	1	1	1	1	1	1	1	1	1	1	1
X3520	1	1	1	1	1	1	1	1	1	1	1	1
X16969	0.407952337434101	1	1	1	1	1	1	1	1	1	1	1
X10142	1	1	0.857864027303753	1	1	1	1	1	1	1	1	1
X15580	1	1	1	1	1	1	1	1	1	1	1	1
X27743	1	1	1	1	1	1	1	1	1	0.962795525727068	1	1
X41642	1	1	1	1	1	1	1	1	1	1	1	1
X20008	1	1	1	1	1	1	1	1	1	1	1	1
X52960	1	0.608404832214768	1	1	1	1	1	1	1	0.269670157068053	1	0.929560124832815
X3551	1	1	1	1	1	1	1	1	1	1	1	1
X30333	1	1	1	1	1	1	1	1	1	1	1	1
X4643	1	1	1	1	1	1	1	1	1	1	1	1
X11539	1	1	1	1	1	0.703011113058722	1	1	1	1	1	1
X462	1	1	1	1	1	1	1	1	1	1	1	1
X8074	1	1	1	1	1	1	1	1	1	1	1	1
X47160	0.328830000000006	1	1	1	1	0.461964684684689	1	1	1	1	1	1
X23706	1	1	1	1	1	1	1	1	1	1	1	1
X8154	1	1	1	1	1	1	1	1	1	1	1	1
X44606	1	1	1	1	1	1	1	1	1	1	1	1
X25880	1	1	1	1	1	1	1	1	1	1	1	1
X16656	1	1	1	1	1	1	1	1	1	1	1	1
X38602	1	1	1	1	1	1	1	1	1	1	1	1
X23999	1	1	1	1	1	1	1	1	1	1	1	1
X13212	1	1	1	1	1	1	1	1	1	1	1	1
X17912	1	1	1	1	1	1	1	1	1	1	1	1
X32981	1	1	1	1	1	1	1	1	1	1	1	1
X54692	1	1	1	1	1	1	1	1	1	1	1	1
X37234	1	1	1	1	1	1	1	1	1	1	1	1
X45823	1	1	1	1	1	1	1	1	1	1	1	1
X14836	1	1	1	1	1	1	1	1	1	1	1	1
X50430	1	1	1	1	1	1	1	1	1	1	1	1
X35504	1	1	1	1	1	1	1	1	1	1	1	1
X48237	1	1	1	1	1	1	1	1	1	1	1	1
X17837	1	1	1	1	1	1	1	1	1	1	1	1
X35800	1	1	1	1	0.721127124681931	1	0.322822882483372	1	1	1	1	1
X42516	1	1	1	1	1	1	1	1	1	1	1	1
X4303	1	1	1	1	1	1	1	1	1	1	1	1
X49935	1	1	1	1	1	1	1	1	1	1	0.891355829195632	1
X8363	1	1	1	1	1	1	1	1	1	1	1	1
X26413	1	1	1	1	1	1	1	1	1	1	1	1
X17023	1	1	1	1	1	1	0.861598576051778	1	1	1	1	1
X38721	1	1	1	1	1	1	1	1	1	1	1	1
X6417	1	1	1	1	1	1	1	1	1	1	0.81661852448853	1
X15487	1	1	1	1	1	1	1	1	1	1	1	1
X8712	1	1	1	1	1	1	1	1	1	1	1	1
X32987	1	1	1	1	1	1	1	1	1	1	1	1
X36728	1	1	1	1	1	1	1	1	1	1	1	1
X34987	1	1	1	1	1	1	1	1	1	1	1	1
X18062	1	1	1	1	1	1	1	1	1	1	1	1
X47496	1	1	1	1	1	1	1	0.736525217391304	1	1	1	1
X3620	1	1	1	1	1	1	1	1	1	1	1	1
X39453	1	1	1	1	1	1	1	1	1	1	1	1
X2947	1	1	1	1	1	1	1	1	1	1	1	1
X48122	1	1	1	1	0.860564882418811	1	1	0.856393245864232	0.760907580044676	1	1	1
X23076	1	1	1	1	1	1	1	1	1	1	1	1
X19373	1	1	1	1	1	1	1	1	1	1	1	1
X43479	1	1	1	1	1	1	1	1	1	1	1	1
X48178	1	1	1	1	1	1	1	1	1	1	1	1
X18484	1	1	1	1	1	1	1	1	1	1	1	1
X43721	1	1	1	1	1	1	1	1	1	1	1	1
X44290	1	1	1	1	1	1	1	1	1	1	1	1
X51810	1	1	1	1	1	1	1	1	1	1	1	1
X24468	1	1	1	1	1	1	1	1	1	1	1	1
X17051	1	1	1	1	0.962982569576821	1	1	0.766965547445254	1	1	1	1
X37569	1	1	0.782075444839858	0.921951780821917	1	1	1	1	1	1	1	1
X26921	1	1	1	1	1	1	1	1	1	1	1	1
X30798	1	1	1	1	1	1	1	1	1	1	1	1
X35005	1	1	1	1	1	1	1	1	1	1	1	1
X27218	1	1	1	1	1	1	1	1	0.959726699885015	1	1	1
X14940	1	1	1	1	1	0.861502266666668	1	1	1	1	1	1
X50367	1	1	1	1	1	1	1	1	1	1	1	1
X13181	1	1	1	1	1	1	1	1	1	1	1	1
X25842	1	1	1	1	1	1	1	1	1	1	1	1
X35201	1	1	1	1	1	1	1	1	1	1	1	1
X14096	1	1	1	1	1	1	1	1	1	1	1	1
X35849	1	1	1	1	1	1	1	1	1	1	1	1
X23236	1	1	1	1	1	1	1	1	1	1	1	1
X19531	1	1	1	1	1	1	1	1	1	1	1	0.941433500000001
X4743	1	1	1	1	1	1	1	1	1	1	1	1
X17549	1	1	1	1	1	1	1	1	1	1	1	1
X32660	1	1	1	1	1	1	1	1	1	1	1	1
X21032	0.877956233367451	1	1	1	1	0.730863853211009	1	1	1	1	1	1
X41763	1	1	1	1	1	1	1	1	1	1	1	1
X49256	1	1	1	1	1	1	1	1	1	1	1	1
X18877	1	1	1	1	1	1	1	1	1	1	1	1
X29665	1	1	1	1	1	1	1	1	1	1	1	1
X23298	1	1	1	1	1	1	1	1	1	1	1	1
X31220	1	1	1	1	1	1	1	1	1	1	1	1
X15975	1	0.848867302325579	1	1	1	1	1	1	1	0.941484492333195	1	0.866720931709899
X19325	1	1	1	1	1	1	1	1	1	1	1	1
X31187	1	1	1	1	0.744078454404948	1	1	0.801371602649005	1	1	1	1
X55715	1	1	1	1	1	1	1	1	1	1	1	1
X30901	1	1	1	1	1	1	1	1	1	1	1	1
X44622	1	1	1	1	1	1	1	1	1	1	1	1
X13030	0.789680435967303	1	1	0.76784973760933	1	1	1	1	1	1	1	1
X38063	1	1	1	1	1	1	1	1	1	1	1	1
X50588	1	1	1	1	1	1	1	1	1	1	1	1
X34571	1	1	1	1	1	1	1	1	1	1	1	1
X26368	1	1	1	1	1	1	1	1	1	1	1	1
X39575	1	1	1	1	1	1	1	1	1	1	1	1
X29930	1	1	1	1	1	1	1	1	1	1	1	1
X41556	1	1	1	1	1	0.620487295864261	1	1	1	1	1	1
X866	1	1	1	1	1	1	1	1	1	1	1	1
X1453	1	1	1	1	1	1	1	1	1	1	1	1
X48060	1	1	1	1	1	1	1	1	1	1	1	1
X52264	1	1	1	1	1	1	1	1	1	1	1	1
X34377	1	1	1	1	1	1	1	1	1	1	1	1
X36509	1	0.858157180216032	1	1	1	1	1	1	1	1	1	0.862614986522911
X52569	1	1	1	1	1	1	1	1	1	1	1	1
X11074	1	1	1	1	1	1	1	1	1	1	1	1
X46306	1	1	1	1	1	0.734568845208843	1	1	1	1	1	1
X38521	1	1	1	1	1	1	1	1	1	1	1	1
X42475	1	1	1	1	1	1	1	1	1	1	1	1
X26019	1	1	1	1	1	1	1	1	1	1	1	1
X2347	1	1	1	1	1	1	1	1	1	1	0.742126697674416	1
X53317	1	1	1	1	1	1	1	1	1	1	1	1
X6129	1	1	1	1	1	1	1	1	1	1	1	1
X16524	1	1	1	1	1	1	1	1	1	1	1	1
X45474	1	1	1	1	1	1	1	1	1	1	1	1
X1891	1	1	1	1	1	1	1	1	1	1	1	1
X45900	1	1	1	1	1	1	1	1	1	1	1	1
X26941	1	1	1	1	1	1	1	1	1	1	1	1
X41179	1	0.860076033426186	1	1	1	1	1	1	1	0.606650962627409	1	0.891487058823528
X34912	1	1	1	1	1	1	1	1	1	1	1	1
X18009	1	1	1	1	1	1	1	1	1	1	1	1
X54209	1	1	1	1	1	1	1	0.957269224745496	1	0.863590419161677	1	1
X3798	1	1	1	1	1	1	1	1	1	0.763402819383262	1	1
X4511	1	1	1	1	1	1	1	1	1	1	1	1
X1167	1	1	1	1	1	1	1	1	1	1	1	1
X10884	1	1	1	1	1	1	1	1	0.9762982131324	1	1	1
X47724	1	1	1	1	1	1	1	1	1	1	1	1
X25331	1	1	1	1	1	1	1	1	1	1	1	1
X45630	1	1	1	1	0.939021613038027	1	1	0.62100638297872	1	1	1	1
X10998	1	1	0.933873641921396	0.776207756874094	1	1	1	1	1	1	1	1
X12793	1	1	1	1	1	1	1	1	1	1	1	1
X18289	1	1	1	1	1	0.976311574556831	1	1	1	1	1	1
X12241	1	1	1	1	1	1	1	1	1	1	1	1
X20286	1	1	1	1	1	0.964924919142534	1	1	1	1	1	1
X27577	1	1	1	0.841392028218694	1	1	1	1	1	1	1	1
X53127	1	1	1	1	1	1	1	1	1	1	1	1
X49922	1	1	1	1	1	1	1	1	1	1	1	1
X14104	1	1	1	1	1	1	1	1	1	1	1	1
X49824	1	1	1	1	1	1	1	1	1	1	1	1
X42875	1	1	1	1	1	1	1	1	1	1	1	1
X38999	1	1	1	1	1	1	1	1	1	1	1	1
X17330	1	1	1	1	0.976086115183246	1	1	0.80795294117647	1	1	1	1
X38739	1	1	1	1	1	1	1	0.861114811529933	1	1	1	1
X28119	1	1	1	1	1	1	1	1	1	1	1	1
X13555	1	0.209665046728968	1	1	1	1	1	1	1	1	1	0.604220583430571
X10173	1	1	1	1	1	1	1	1	1	1	1	1
X21196	1	1	1	1	1	1	1	1	1	1	1	1
X30451	1	1	1	1	1	1	1	1	1	1	1	1
X8585	1	1	1	1	1	1	1	1	1	1	1	1
X30664	1	1	1	1	1	1	1	1	1	1	1	1
X4910	1	1	1	0.624458987341769	1	1	1	1	1	1	1	1
X31383	1	1	1	1	1	1	1	1	1	1	1	1
X43101	1	1	1	1	1	1	1	1	1	1	1	1
X25001	1	1	1	1	1	1	1	1	1	1	1	1
X45457	1	1	1	1	1	1	1	1	1	1	1	1
X20994	1	1	1	1	1	1	1	1	1	1	1	1
X33130	1	1	1	1	1	1	1	0.917582382271467	1	1	1	1
X12116	1	1	1	1	0.801371602649005	1	0.861242490185083	1	1	1	1	1
X28678	1	1	1	1	1	1	1	1	1	1	1	1
X25171	1	1	1	0.0127177777777778	1	1	1	1	1	1	1	1
X55671	1	1	1	1	1	1	1	1	1	1	1	1
